"","edgeuid","x"
"38187",153893511,2425
"38188",153893513,345
"38189",153893514,3510
"38190",153893515,60
"38191",153893516,10
"38192",153893519,15
"38193",153893521,30
"38194",153893523,35
"38195",153893538,1055
"38196",153893541,5
"38197",153893542,5
"38198",153893543,5
"38199",153893544,5
"38200",153893545,5
"38201",153893554,2945
"38202",153893555,10
"38203",153893557,230
"38204",153893559,2950
"38205",153893561,2960
"38206",157447452,685
"38207",157448445,65
"38208",157448447,1970
"38209",157448451,125
"38210",157448455,150
"38211",157448457,2330
"38212",157448463,125
"38213",157448474,220
"38214",157448475,125
"38215",157448484,25
"38216",157448502,15
"38217",157448546,25
"38218",157448547,550
"38219",157448553,520
"38220",157448613,20
"38221",157448617,20
"38222",157448651,25
"38223",157448652,25
"38224",157448654,3045
"38225",157448655,2995
"38226",157448660,3135
"38227",157448661,200
"38228",157448662,200
"38229",157448663,10
"38230",157448665,10
"38231",157448666,10
"38232",157448667,15
"38233",157448668,10
"38234",157448669,15
"38235",157448909,85
"38236",157448910,85
"38237",157448916,30
"38238",157448918,25
"38239",157448919,35
"38240",157448930,85
"38241",157448931,2365
"38242",157448932,2235
"38243",157448933,2350
"38244",157448934,95
"38245",157448935,445
"38246",157448937,10
"38247",157448939,2310
"38248",157448940,10
"38249",157448955,70
"38250",157448956,10
"38251",157448974,30
"38252",157449007,10
"38253",157449009,45
"38254",157449013,365
"38255",157449014,10
"38256",157449015,35
"38257",157449016,35
"38258",157449017,35
"38259",157449018,35
"38260",157449022,5
"38261",157449023,15
"38262",157449024,75
"38263",157449030,140
"38264",157449036,70
"38265",157449037,60
"38266",157449039,90
"38267",157449040,35
"38268",157449064,25
"38269",157449134,45
"38270",157449137,10
"38271",157449143,10
"38272",157449146,30
"38273",157449147,25
"38274",157449152,10
"38275",157449156,65
"38276",157449159,5
"38277",157449169,725
"38278",157449178,45
"38279",157449179,45
"38280",157449197,65
"38281",157449199,630
"38282",157449202,600
"38283",157449205,35
"38284",157449206,505
"38285",157449222,170
"38286",157449224,480
"38287",157449233,310
"38288",157449234,315
"38289",157449236,475
"38290",157449246,475
"38291",157449250,435
"38292",157449251,350
"38293",157449252,45
"38294",157449254,315
"38295",157449255,280
"38296",157449267,25
"38297",157449269,20
"38298",157449270,85
"38299",157449274,15
"38300",157449275,15
"38301",157449286,20
"38302",157449287,20
"38303",157449292,20
"38304",157449293,10
"38305",157449300,20
"38306",157449303,85
"38307",157449306,115
"38308",157449308,115
"38309",157449335,10
"38310",157449336,10
"38311",157449358,175
"38312",157449361,5
"38313",157449365,10
"38314",157449367,10
"38315",157449370,5
"38316",157449375,160
"38317",157449400,5
"38318",157449403,200
"38319",157449404,190
"38320",157449405,120
"38321",157449406,200
"38322",157449410,165
"38323",157449411,195
"38324",157449412,135
"38325",157449418,115
"38326",157449422,195
"38327",157449428,170
"38328",157449429,175
"38329",157449434,175
"38330",157449454,45
"38331",157449455,45
"38332",157449471,45
"38333",157449472,45
"38334",157449473,305
"38335",157449474,310
"38336",157449476,45
"38337",157449478,45
"38338",157449479,35
"38339",157449480,260
"38340",157449481,35
"38341",157449488,40
"38342",157449490,120
"38343",157449495,15
"38344",157449505,170
"38345",157449508,100
"38346",157449509,125
"38347",157449518,465
"38348",157449529,45
"38349",157449530,80
"38350",157449533,145
"38351",157449648,480
"38352",157449900,295
"38353",157449907,295
"38354",157449931,365
"38355",157449933,295
"38356",157449935,295
"38357",157449936,425
"38358",157449937,900
"38359",157449938,340
"38360",157449951,85
"38361",157449954,95
"38362",157449956,35
"38363",157449958,35
"38364",157449964,35
"38365",157449965,95
"38366",157449970,90
"38367",157449971,905
"38368",157449979,50
"38369",157449981,50
"38370",157450007,50
"38371",157450034,65
"38372",157450043,60
"38373",157450048,2400
"38374",157450060,10
"38375",157450061,60
"38376",157450062,350
"38377",157450063,10
"38378",157450064,205
"38379",157450067,340
"38380",157450070,20
"38381",157450074,105
"38382",157450075,100
"38383",157450078,1060
"38384",157450136,10
"38385",157450797,930
"38386",157451115,55
"38387",157451117,5
"38388",157451133,5
"38389",157451157,5
"38390",157451159,5
"38391",157451205,5
"38392",157451206,50
"38393",157451211,35
"38394",157451216,15
"38395",157451219,15
"38396",157451220,15
"38397",157451224,15
"38398",157451228,15
"38399",157451230,5
"38400",157451231,10
"38401",157451232,10
"38402",157451235,20
"38403",157451238,20
"38404",157451265,5
"38405",157451266,10
"38406",157451271,50
"38407",157451272,5
"38408",157451273,20
"38409",157451275,10
"38410",157451284,15
"38411",157451286,15
"38412",157451287,10
"38413",157451288,25
"38414",157451291,875
"38415",157451296,5
"38416",157451304,10
"38417",157451305,10
"38418",157451306,10
"38419",157451309,875
"38420",157451311,880
"38421",157451312,905
"38422",157451313,335
"38423",157451314,450
"38424",157451315,1045
"38425",157451317,565
"38426",157451318,330
"38427",157451319,1200
"38428",157451347,35
"38429",157451348,60
"38430",157451351,5
"38431",157451353,10
"38432",157451357,255
"38433",157451358,260
"38434",157451360,10
"38435",157451361,10
"38436",157451366,260
"38437",157451368,1040
"38438",157451370,1165
"38439",157451371,1105
"38440",157451391,75
"38441",157451719,410
"38442",157451751,190
"38443",157451811,20
"38444",157451878,35
"38445",157452449,1270
"38446",157452451,1260
"38447",157452459,1225
"38448",157452460,1240
"38449",157452466,190
"38450",157452467,175
"38451",157452472,1260
"38452",157452485,100
"38453",157452490,4870
"38454",157452492,4775
"38455",157452496,750
"38456",157452498,4900
"38457",157452506,750
"38458",157452508,235
"38459",157452509,230
"38460",157452513,535
"38461",157452523,600
"38462",157452529,540
"38463",157452535,235
"38464",157452536,595
"38465",157452537,735
"38466",157452538,960
"38467",157452540,295
"38468",157452542,10
"38469",157452544,1230
"38470",157452545,535
"38471",157452549,100
"38472",157452553,190
"38473",157452558,465
"38474",157452559,20
"38475",157452566,20
"38476",157452568,20
"38477",157452569,20
"38478",157452576,5
"38479",157452577,5
"38480",157452579,5
"38481",157452586,455
"38482",157452588,460
"38483",157452592,775
"38484",157452593,780
"38485",157452602,25
"38486",157452605,35
"38487",157452623,20
"38488",157452625,20
"38489",157452637,15
"38490",157452639,5
"38491",157452641,5
"38492",157452643,15
"38493",157452654,15
"38494",157452655,10
"38495",157452656,15
"38496",157452658,25
"38497",157452660,15
"38498",157452662,10
"38499",157452664,10
"38500",157452665,15
"38501",157452666,10
"38502",157452667,10
"38503",157452673,15
"38504",157452674,15
"38505",157452675,20
"38506",157452676,20
"38507",157452677,20
"38508",157452694,300
"38509",157452695,285
"38510",157452696,5
"38511",157452697,255
"38512",157452699,5
"38513",157452701,255
"38514",157452702,275
"38515",157452703,5
"38516",157452704,255
"38517",157452775,15
"38518",157452777,15
"38519",157452782,5
"38520",157452783,10
"38521",157452784,255
"38522",157452785,250
"38523",157452791,250
"38524",157452833,245
"38525",157452835,230
"38526",157452848,45
"38527",157452857,45
"38528",157452888,15
"38529",157452978,15
"38530",157453008,15
"38531",157453010,15
"38532",157453012,15
"38533",157453014,15
"38534",157453018,15
"38535",157453019,5
"38536",157453020,10
"38537",157453026,15
"38538",157453119,20
"38539",157453120,5
"38540",157453122,5
"38541",157453123,10
"38542",157453124,5
"38543",157453128,5
"38544",157453129,195
"38545",157453130,190
"38546",157453131,195
"38547",157453134,15
"38548",157453136,15
"38549",157453137,20
"38550",157453139,195
"38551",157453140,50
"38552",157453141,200
"38553",157453142,10
"38554",157453143,190
"38555",157453146,230
"38556",157453147,205
"38557",157453158,6115
"38558",157453159,125
"38559",157453160,6030
"38560",157453161,6090
"38561",157453162,15
"38562",157453163,20
"38563",157453164,5
"38564",157453165,5
"38565",157453166,5
"38566",157453167,20
"38567",157453168,20
"38568",157453169,25
"38569",157453170,5
"38570",157453171,5
"38571",157453172,20
"38572",157453173,200
"38573",157453175,205
"38574",157453177,2315
"38575",157453180,5940
"38576",157453183,5900
"38577",157453184,1945
"38578",157453187,1930
"38579",157453189,1530
"38580",157454085,35
"38581",157454155,10
"38582",157454159,35
"38583",157454174,50
"38584",157454189,10
"38585",157454191,170
"38586",157454192,70
"38587",157454193,70
"38588",157454195,160
"38589",157454196,10
"38590",157454197,10
"38591",157454198,50
"38592",157454200,50
"38593",157454201,55
"38594",157454208,55
"38595",157454209,55
"38596",157454210,165
"38597",157454211,155
"38598",157454450,5
"38599",157454452,10
"38600",157454453,10
"38601",157454455,5
"38602",157454456,5
"38603",157454460,5
"38604",157454461,5
"38605",157454462,5
"38606",157454463,5
"38607",157454467,230
"38608",157454468,5
"38609",157454472,210
"38610",157454474,215
"38611",157454486,2010
"38612",157454487,2040
"38613",157454489,215
"38614",157454490,120
"38615",157454494,230
"38616",157454495,5
"38617",157454496,230
"38618",157454499,2060
"38619",157454500,2030
"38620",157454559,10
"38621",157454586,20
"38622",157454587,20
"38623",157454588,20
"38624",157454591,10
"38625",157454592,10
"38626",157454593,20
"38627",157454595,20
"38628",157454597,15
"38629",157454599,40
"38630",157454600,5
"38631",157454601,10
"38632",157454602,10
"38633",157454604,10
"38634",157454621,230
"38635",157454623,225
"38636",157454633,110
"38637",157454635,110
"38638",157454636,85
"38639",157454637,5
"38640",157454640,90
"38641",157454641,90
"38642",157454642,90
"38643",157454643,90
"38644",157454712,20
"38645",157454713,25
"38646",157454714,20
"38647",157454716,10
"38648",157454719,10
"38649",157454733,15
"38650",157454734,15
"38651",157454736,15
"38652",157454738,15
"38653",157454739,10
"38654",157454740,35
"38655",157454748,15
"38656",157454749,10
"38657",157454751,165
"38658",157454753,10
"38659",157454754,175
"38660",157454755,175
"38661",157454756,10
"38662",157454757,180
"38663",157454758,1735
"38664",157454761,180
"38665",157454763,170
"38666",157454771,10
"38667",157454772,1685
"38668",157454773,10
"38669",157454774,10
"38670",157454776,45
"38671",157454777,40
"38672",157454779,10
"38673",157454780,35
"38674",157454781,35
"38675",157454782,35
"38676",157454787,10
"38677",157454788,10
"38678",157454789,35
"38679",157454790,25
"38680",157454793,10
"38681",157454794,10
"38682",157454795,170
"38683",157454796,155
"38684",157454797,25
"38685",157454798,1615
"38686",157454802,160
"38687",157454803,155
"38688",157454804,1620
"38689",157454821,12260
"38690",157454822,12255
"38691",157454825,5
"38692",157454843,10
"38693",157454844,10
"38694",157454849,10
"38695",157454852,95
"38696",157454859,10
"38697",157454860,15
"38698",157454861,5
"38699",157454865,30
"38700",157454866,25
"38701",157454868,95
"38702",157454871,70
"38703",157454872,65
"38704",157454873,95
"38705",157454885,90
"38706",157454938,1060
"38707",157454939,10
"38708",157454940,10
"38709",157454941,55
"38710",157454942,45
"38711",157454945,55
"38712",157454946,55
"38713",157454950,5
"38714",157454951,135
"38715",157454952,45
"38716",157454953,80
"38717",157454958,755
"38718",157454975,10
"38719",157454976,1015
"38720",157454982,10
"38721",157454984,10
"38722",157454985,10
"38723",157454986,12130
"38724",157454987,30
"38725",157454988,20
"38726",157454989,125
"38727",157454990,80
"38728",157454991,145
"38729",157454992,12180
"38730",157454993,20
"38731",157454995,15
"38732",157454997,12180
"38733",157454998,10300
"38734",157454999,12190
"38735",157455000,11740
"38736",157455025,800
"38737",157455027,820
"38738",157455041,12195
"38739",157455042,12160
"38740",157455068,815
"38741",157455070,1145
"38742",157455073,1145
"38743",157455074,1080
"38744",157455075,1100
"38745",157455076,10
"38746",157455077,1100
"38747",157455086,45
"38748",157455094,1135
"38749",157455095,5
"38750",157455101,10
"38751",157455103,115
"38752",157455104,145
"38753",157455105,1385
"38754",157455106,145
"38755",157455107,145
"38756",157455108,140
"38757",157455111,115
"38758",157455113,140
"38759",157455115,140
"38760",157455116,140
"38761",157455117,5
"38762",157455119,145
"38763",157455120,1400
"38764",157455126,1385
"38765",157456070,415
"38766",157456078,115
"38767",157456103,30
"38768",157456108,190
"38769",157456112,405
"38770",157456113,405
"38771",157456114,405
"38772",157456115,30
"38773",157456116,205
"38774",157456538,435
"38775",157456620,50
"38776",157456621,440
"38777",157456654,50
"38778",157456673,400
"38779",157456674,10
"38780",157456675,400
"38781",157456718,150
"38782",157456748,210
"38783",157456749,210
"38784",157456750,210
"38785",157456751,25
"38786",157456752,25
"38787",157456753,30
"38788",157456754,120
"38789",157456755,120
"38790",157456756,15
"38791",157456758,60
"38792",157456760,120
"38793",157456761,65
"38794",157456764,215
"38795",157456766,190
"38796",157456771,490
"38797",157456773,500
"38798",157456775,10
"38799",157456776,15
"38800",157456777,15
"38801",157456778,15
"38802",157456782,20
"38803",157456783,50
"38804",157456784,510
"38805",157456786,500
"38806",157456791,20
"38807",157456794,20
"38808",157456798,20
"38809",157456799,20
"38810",157456837,5
"38811",157456854,50
"38812",157456872,55
"38813",157456873,50
"38814",157456877,50
"38815",157456879,40
"38816",157456881,625
"38817",157456898,5
"38818",157456899,250
"38819",157456900,230
"38820",157456904,230
"38821",157456908,40
"38822",157456909,45
"38823",157456912,45
"38824",157456914,45
"38825",157456915,45
"38826",157456916,645
"38827",157456923,10
"38828",157456924,5
"38829",157456925,10
"38830",157456929,5
"38831",157456930,5
"38832",157456939,45
"38833",157456941,45
"38834",157456942,45
"38835",157456965,305
"38836",157456966,305
"38837",157456967,305
"38838",157456968,305
"38839",157456970,305
"38840",157456971,305
"38841",157456973,45
"38842",157456974,45
"38843",157456980,10
"38844",157456981,305
"38845",157456983,5
"38846",157456988,10
"38847",157456994,5
"38848",157457000,5
"38849",157457003,5
"38850",157457009,5
"38851",157457080,60
"38852",157457089,5
"38853",157457111,5
"38854",157457112,45
"38855",157457118,25
"38856",157457131,5
"38857",157457159,80
"38858",157457162,70
"38859",157457220,15
"38860",157457222,560
"38861",157457223,10
"38862",157457232,420
"38863",157457233,5
"38864",157457234,485
"38865",157457246,100
"38866",157457256,10
"38867",157457265,5
"38868",157457266,5
"38869",157457281,10
"38870",157457283,10
"38871",157457289,450
"38872",157457290,445
"38873",157457294,450
"38874",157457296,450
"38875",157457298,70
"38876",157457300,85
"38877",157457302,95
"38878",157457306,10
"38879",157457309,5
"38880",157457312,5
"38881",157457319,5
"38882",157457320,5
"38883",157457321,100
"38884",157457322,105
"38885",157457330,5
"38886",157457346,240
"38887",157457347,225
"38888",157457354,110
"38889",157457356,110
"38890",157457364,110
"38891",157457372,225
"38892",157457393,245
"38893",157457394,70
"38894",157457395,300
"38895",157457399,245
"38896",157457400,70
"38897",157457401,75
"38898",157457402,5
"38899",157457403,75
"38900",157457406,165
"38901",157457407,95
"38902",157457408,110
"38903",157457409,75
"38904",157457410,125
"38905",157457411,125
"38906",157457413,175
"38907",157457416,170
"38908",157457446,5
"38909",157457452,5
"38910",157457455,5
"38911",157457456,5
"38912",157457457,5
"38913",157457467,5
"38914",157457598,15
"38915",157457599,15
"38916",157457602,20
"38917",157457604,15
"38918",157457605,20
"38919",157457608,20
"38920",157457610,25
"38921",157457641,450
"38922",157457644,265
"38923",157457645,150
"38924",157457646,65
"38925",157457647,5
"38926",157457648,35
"38927",157457650,5
"38928",157457652,450
"38929",157457653,350
"38930",157457655,450
"38931",157457657,440
"38932",157457667,30
"38933",157457670,30
"38934",157457671,30
"38935",157457674,20
"38936",157457676,35
"38937",157457678,35
"38938",157457679,365
"38939",157457680,395
"38940",157457682,395
"38941",157457684,5
"38942",157457685,5
"38943",157457686,395
"38944",157457687,400
"38945",157457689,400
"38946",157457783,75
"38947",157457851,5
"38948",157457860,70
"38949",157457864,80
"38950",157457868,5
"38951",157457870,160
"38952",157457872,160
"38953",157457874,160
"38954",157457876,1600
"38955",157457877,1265
"38956",157457878,1375
"38957",157457884,205
"38958",157457885,210
"38959",157457886,65
"38960",157457888,5
"38961",157457889,160
"38962",157457890,160
"38963",157457891,5
"38964",157457892,20
"38965",157457893,35
"38966",157457894,10
"38967",157457895,10
"38968",157457897,5
"38969",157457898,5
"38970",157457899,10
"38971",157457900,10
"38972",157457901,10
"38973",157457903,10
"38974",157457908,10
"38975",157457911,10
"38976",157457915,5
"38977",157457918,5
"38978",157457919,20
"38979",157457920,15
"38980",157457924,15
"38981",157457925,15
"38982",157457927,10
"38983",157457929,15
"38984",157457930,10
"38985",157457932,15
"38986",157457935,15
"38987",157457936,15
"38988",157457937,30
"38989",157457938,15
"38990",157457939,15
"38991",157457940,5
"38992",157457941,5
"38993",157457942,15
"38994",157457943,5
"38995",157457944,15
"38996",157457950,25
"38997",157457953,30
"38998",157457954,25
"38999",157458133,1085
"39000",157458136,225
"39001",157458142,65
"39002",157458144,5
"39003",157458161,5
"39004",157458162,5
"39005",157458163,5
"39006",157458164,5
"39007",157458165,5
"39008",157458172,25
"39009",157458173,975
"39010",157458284,5
"39011",157458363,45
"39012",157458399,55
"39013",157458400,55
"39014",157458401,5
"39015",157458403,5
"39016",157458405,5
"39017",157458414,5
"39018",157458416,5
"39019",157458419,5
"39020",157458427,5
"39021",157458428,5
"39022",157458442,5
"39023",157458444,20
"39024",157458446,20
"39025",157458587,5
"39026",157458598,235
"39027",157458599,5
"39028",157458606,35
"39029",157458607,35
"39030",157458614,20
"39031",157458615,220
"39032",157458616,190
"39033",157458617,5
"39034",157458624,15
"39035",157458626,220
"39036",157458627,200
"39037",157458628,15
"39038",157458629,215
"39039",157458630,30
"39040",157458631,40
"39041",157458649,5
"39042",157458650,40
"39043",157458651,5
"39044",157458652,35
"39045",157458653,10
"39046",157458663,10
"39047",157458666,10
"39048",157458712,1015
"39049",157458718,955
"39050",157458741,5
"39051",157458755,1205
"39052",157458759,10
"39053",157458761,95
"39054",157458762,1020
"39055",157458765,15
"39056",157458767,35
"39057",157458768,155
"39058",157458769,145
"39059",157458770,105
"39060",157458775,880
"39061",157458784,20
"39062",157458785,30
"39063",157458786,55
"39064",157458788,30
"39065",157458789,15
"39066",157458790,35
"39067",157458791,10
"39068",157458792,10
"39069",157458793,30
"39070",157458796,20
"39071",157458798,5
"39072",157458801,10
"39073",157458802,25
"39074",157458803,170
"39075",157458804,160
"39076",157458806,155
"39077",157458807,155
"39078",157458808,10
"39079",157458814,5
"39080",157458816,5
"39081",157458820,5
"39082",157458821,5
"39083",157458823,5
"39084",157458827,145
"39085",157458858,5
"39086",157458862,5
"39087",157458865,5
"39088",157458870,15
"39089",157458874,10
"39090",157458877,5
"39091",157458879,10
"39092",157458889,145
"39093",157458897,45
"39094",157458900,55
"39095",157458903,45
"39096",157458904,55
"39097",157458911,15
"39098",157458913,25
"39099",157458914,25
"39100",157458924,30
"39101",157458934,20
"39102",157458935,35
"39103",157458936,15
"39104",157458937,15
"39105",157458938,15
"39106",157458941,15
"39107",157458942,15
"39108",157458951,3530
"39109",157458952,40
"39110",157458954,3815
"39111",157458955,70
"39112",157458960,4435
"39113",157458962,4485
"39114",157458963,4245
"39115",157458964,4315
"39116",157458965,5
"39117",157458966,5
"39118",157458971,15
"39119",157458974,15
"39120",157458975,10
"39121",157458984,895
"39122",157458985,5
"39123",157458986,45
"39124",157458987,40
"39125",157458988,40
"39126",157458990,1115
"39127",157458991,1095
"39128",157458992,1065
"39129",157458994,4490
"39130",157458995,1075
"39131",157458998,2240
"39132",157458999,90
"39133",157459004,1080
"39134",157459005,5
"39135",157459006,2385
"39136",157459007,5345
"39137",157459008,2255
"39138",157459009,7340
"39139",157459010,3980
"39140",157459017,9940
"39141",157459029,5
"39142",157459032,10
"39143",157459034,5
"39144",157459035,5
"39145",157459037,5
"39146",157459038,5
"39147",157459039,5
"39148",157459056,35
"39149",157459057,3270
"39150",157459065,2630
"39151",157459066,85
"39152",157459076,65
"39153",157459078,25
"39154",157459085,5
"39155",157459091,5
"39156",157459098,860
"39157",157459102,865
"39158",157459105,5
"39159",157459107,20
"39160",157459108,1200
"39161",157459109,10
"39162",157459112,5
"39163",157459123,830
"39164",157459125,810
"39165",157459127,210
"39166",157459130,345
"39167",157459131,1345
"39168",157459165,5
"39169",157459199,5
"39170",157459200,5
"39171",157459203,5
"39172",157459205,5
"39173",157459206,10
"39174",157459213,25
"39175",157459221,10
"39176",157459251,55
"39177",157459253,30
"39178",157459306,5
"39179",157459310,5
"39180",157459316,5
"39181",157459317,15
"39182",157459318,10
"39183",157459319,5
"39184",157459324,95
"39185",157459327,5
"39186",157459330,5
"39187",157459334,5
"39188",157459335,5
"39189",157459336,5
"39190",157459342,5
"39191",157459343,10
"39192",157459344,5
"39193",157459346,5
"39194",157459354,5
"39195",157459381,10
"39196",157459407,5
"39197",157459409,15
"39198",157459410,10
"39199",157459411,10
"39200",157459414,10
"39201",157459417,10
"39202",157459418,5
"39203",157459421,15
"39204",157459425,10
"39205",157459427,10
"39206",157459428,10
"39207",157459429,10
"39208",157459438,100
"39209",157459504,5
"39210",157459505,5
"39211",157459508,5
"39212",157459525,1570
"39213",157459526,1530
"39214",157459529,1540
"39215",157459534,1535
"39216",157459535,5
"39217",157459538,1590
"39218",157459539,1590
"39219",157459549,1580
"39220",157459550,1570
"39221",157459556,5
"39222",157459568,10
"39223",157459571,1375
"39224",157459572,10
"39225",157459573,12470
"39226",157459574,10
"39227",157459575,10
"39228",157459576,1340
"39229",157459577,1185
"39230",157459578,16345
"39231",157459579,1255
"39232",157459583,16350
"39233",157459590,12340
"39234",157459594,5
"39235",157459609,10
"39236",157459613,10
"39237",157459615,10
"39238",157459617,880
"39239",157459618,20
"39240",157459619,20
"39241",157459620,890
"39242",157459621,905
"39243",157459627,890
"39244",157459628,5
"39245",157459630,5
"39246",157459633,10
"39247",157459639,12965
"39248",157459641,10
"39249",157459643,10
"39250",157459644,10
"39251",157459646,10
"39252",157459647,20
"39253",157459648,30
"39254",157459649,35
"39255",157459650,855
"39256",157459651,35
"39257",157459652,35
"39258",157459656,12965
"39259",157459659,12865
"39260",157459661,12825
"39261",157459662,13005
"39262",157459663,13035
"39263",157459664,5
"39264",157459665,13030
"39265",157459666,12980
"39266",157459671,13000
"39267",157459673,12890
"39268",157459705,15
"39269",157459707,5
"39270",157459712,5
"39271",157459713,5
"39272",157459717,5
"39273",157459718,5
"39274",157459722,5
"39275",157459723,5
"39276",157459724,5
"39277",157459733,5
"39278",157459736,5
"39279",157459738,5
"39280",157459740,5
"39281",157459741,5
"39282",157459746,15
"39283",157459752,10
"39284",157459753,10
"39285",157459760,5
"39286",157459761,10
"39287",157459762,10
"39288",157459763,10
"39289",157459764,10
"39290",157459769,25
"39291",157459770,15
"39292",157459773,25
"39293",157459775,75
"39294",157459776,12550
"39295",157459777,60
"39296",157459778,30
"39297",157459779,95
"39298",157459780,12315
"39299",157459781,45
"39300",157459782,20
"39301",157459787,20
"39302",157459788,30
"39303",157459789,20
"39304",157459796,9865
"39305",157459799,9800
"39306",157459807,70
"39307",157459810,70
"39308",157459839,5
"39309",157459849,1050
"39310",157459881,1100
"39311",157459884,1100
"39312",157459894,1100
"39313",157459895,5
"39314",157459897,1095
"39315",157459915,1110
"39316",157459931,1070
"39317",157459933,75
"39318",157459962,5
"39319",157459963,5
"39320",157459968,5
"39321",157459971,10
"39322",157459972,10
"39323",157459987,220
"39324",157459988,35
"39325",157459989,10
"39326",157459991,5
"39327",157459992,5
"39328",157459993,5
"39329",157460001,15
"39330",157460005,200
"39331",157460009,10
"39332",157460013,15
"39333",157460068,5
"39334",157460070,5
"39335",157460079,5
"39336",157460081,5
"39337",157460107,25
"39338",157460108,15
"39339",157460111,15
"39340",157460114,15
"39341",157460115,5
"39342",157460116,5
"39343",157460124,75
"39344",157460134,5
"39345",157460137,90
"39346",157460138,95
"39347",157460140,150
"39348",157460141,150
"39349",157460144,5
"39350",157460146,5
"39351",157460153,150
"39352",157460158,145
"39353",157460160,140
"39354",157460165,140
"39355",157460173,5
"39356",157460175,140
"39357",157460177,10
"39358",157460178,135
"39359",157460180,30
"39360",157460182,30
"39361",157460183,30
"39362",157460186,5
"39363",157460187,10
"39364",157460190,20
"39365",157460191,20
"39366",157460192,25
"39367",157460193,20
"39368",157460194,15
"39369",157460195,30
"39370",157460196,30
"39371",157460198,30
"39372",157460200,30
"39373",157460203,20
"39374",157460207,30
"39375",157460208,30
"39376",157460222,15
"39377",157460227,10
"39378",157460229,15
"39379",157460234,5
"39380",157460237,5
"39381",157460238,5
"39382",157460239,5
"39383",157460241,5
"39384",157460243,5
"39385",157460244,5
"39386",157460246,5
"39387",157460260,130
"39388",157460270,80
"39389",157460273,130
"39390",157460280,110
"39391",157460295,85
"39392",157460301,5
"39393",157460303,25
"39394",157460339,15
"39395",157460357,5
"39396",157460358,5
"39397",157460365,5
"39398",157460367,5
"39399",157460369,5
"39400",157460370,5
"39401",157460371,5
"39402",157460372,5
"39403",157460373,5
"39404",157460374,5
"39405",157460383,155
"39406",157460384,5
"39407",157460386,15
"39408",157460393,15
"39409",157460399,15
"39410",157460401,15
"39411",157460402,15
"39412",157460403,15
"39413",157460438,645
"39414",157460439,645
"39415",157460441,650
"39416",157460453,5
"39417",157460454,5
"39418",157460463,25
"39419",157460464,20
"39420",157460466,25
"39421",157460467,25
"39422",157460474,635
"39423",157460478,20
"39424",157460480,20
"39425",157460481,15
"39426",157460493,5
"39427",157460496,5
"39428",157460497,5
"39429",157460498,15
"39430",157460506,25
"39431",157460512,5
"39432",157460516,35
"39433",157460518,10
"39434",157460519,20
"39435",157460521,5
"39436",157460523,10
"39437",157460524,10
"39438",157460558,10
"39439",157460568,10
"39440",157460569,10
"39441",157460570,10
"39442",157460572,75
"39443",157460573,55
"39444",157460575,5
"39445",157460644,10
"39446",157460741,180
"39447",157460787,145
"39448",157460789,145
"39449",157460796,175
"39450",157460798,175
"39451",157460799,170
"39452",157460803,265
"39453",157460805,255
"39454",157460806,265
"39455",157460807,265
"39456",157460812,5
"39457",157460814,35
"39458",157460817,45
"39459",157460819,45
"39460",157460822,35
"39461",157460823,35
"39462",157460824,50
"39463",157460825,50
"39464",157460827,165
"39465",157460829,5
"39466",157460830,165
"39467",157460833,240
"39468",157460835,165
"39469",157460839,145
"39470",157460840,145
"39471",157460841,160
"39472",157460842,150
"39473",157460843,150
"39474",157460844,150
"39475",157460846,150
"39476",157460861,165
"39477",157460862,5
"39478",157460865,5
"39479",157460867,5
"39480",157460872,5
"39481",157460875,5
"39482",157460884,10
"39483",157460885,5
"39484",157460886,10
"39485",157460899,10
"39486",157460906,5
"39487",157460920,10
"39488",157460949,265
"39489",157460950,270
"39490",157460954,275
"39491",157460957,260
"39492",157460962,125
"39493",157460963,130
"39494",157460964,130
"39495",157460999,15
"39496",157461009,20
"39497",157461010,10
"39498",157461011,5
"39499",157461021,1490
"39500",157461022,1600
"39501",157461037,1685
"39502",157461038,1585
"39503",157461043,5
"39504",157461047,1700
"39505",157461048,1710
"39506",157461056,5
"39507",157461061,5
"39508",157461066,5
"39509",157461076,1735
"39510",157461081,1750
"39511",157461084,1760
"39512",157461085,1765
"39513",157461088,1760
"39514",157461090,135
"39515",157461091,250
"39516",157461109,190
"39517",157461117,20
"39518",157461126,1215
"39519",157461135,190
"39520",157461146,5
"39521",157461148,5
"39522",157461150,5
"39523",157461161,5
"39524",157461163,5
"39525",157461164,265
"39526",157461166,5
"39527",157461167,5
"39528",157461169,260
"39529",157461170,260
"39530",157461173,5
"39531",157461175,1015
"39532",157461176,985
"39533",157461177,1225
"39534",157461179,1230
"39535",157461182,1200
"39536",157461184,1180
"39537",157461188,1180
"39538",157461189,1180
"39539",157461192,5
"39540",157461194,225
"39541",157461195,25
"39542",157461196,25
"39543",157461198,30
"39544",157461199,25
"39545",157461200,270
"39546",157461202,30
"39547",157461204,15
"39548",157461205,10
"39549",157461206,10
"39550",157461233,10
"39551",157461234,10
"39552",157461260,5
"39553",157461295,5
"39554",157461341,10
"39555",157461343,5
"39556",157461355,5
"39557",157461356,5
"39558",157461392,5
"39559",157461406,75
"39560",157461411,180
"39561",157461412,5
"39562",157461415,180
"39563",157461419,5
"39564",157461421,5
"39565",157461428,115
"39566",157461429,165
"39567",157461431,180
"39568",157461458,150
"39569",157461462,145
